Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Virginia Park Lodge,http://virginiaparklodge.com/,+353(0)498546100,-7.093103478,53.83478072,Cavan,Virginia,Republic of Ireland,Self Catering,2,32
Rocksberry B&B,http://www.mayo-accommodation.com,+353(0)949027254,-9.339865,53.835351,Mayo,Castlebar,Republic of Ireland,B & B,1,17
Heron's Lodge,http://heronslodge.com,+353(0)7954410371,-7.969145106,53.84319007,Roscommon,Rooskey,Republic of Ireland,Self Catering,1,28
Breaffy House Hotel,http://www.breaffyhouseresort.com,+353(0)949022033,-9.238972,53.843597,Mayo,Castlebar F23 R253,Republic of Ireland,Hotel,5,64
Breaffy Woods Hotel,http://www.breaffyhouseresort.com,+353(0)949022033,-9.236819,53.844787,Mayo,Castlebar F23 R253,Republic of Ireland,Hotel,1,153
Fáilte B&B,http://www.paxad.ie/failtebandb,+353(0)9826005,-9.3191882,53.8449215,Mayo,Westport,Republic of Ireland,B & B,2,4
Woodview Lodge,http://www.woodviewlodge.com,+353(0)949023985,-9.242668,53.848034,Mayo,Castlebar,Republic of Ireland,Self Catering,2,30
Lough Lannagh Cottages,http://www.loughlannagh.ie,+353(0)949027111,-9.311813869,53.84913655,Mayo,Castlebar,Republic of Ireland,Self Catering,5,5
Lough Lannagh Lodge,http://www.loughlannagh.ie/,+353(0)949027111,-9.311807915,53.84914608,Mayo,Castlebar,Republic of Ireland,Self Catering,2,15
Cill Aodain Court Hotel,http://www.cillaodain.ie,+353(0)949381761,-8.998056,53.85042,Mayo,Kiltimagh,Republic of Ireland,Hotel,5,191
TF Royal Hotel and Theatre,http://www.tfhotel.ie,+353(0)949023111,-9.303819881,53.85329939,Mayo,Castlebar,Republic of Ireland,Hotel,3,139
Park Hotel Kiltimagh,http://www.parkhotelmayo.com,+353(0)949374922,-8.99342,53.857489,Mayo,Kiltimagh,Republic of Ireland,Hotel,4,287
Ivy Tower Hotel,https://www.ivytowerhotel.ie/,+353(0)949022288,-9.297825524,53.85973223,Mayo,Castlebar,Republic of Ireland,Hotel,3,46
Piker's Lodge,http://www.pikerslodge.com,+353(0)436683109,-7.53401,53.87287,Cavan,Lough Gowna,Republic of Ireland,Self Catering,4,10
Greenway Bed & Breakfast,http://www.greenwaybb.com,+353(0)9841249,-9.54664745,53.88313243,Mayo,Newport,Republic of Ireland,B & B,5,13
Newport House Hotel,http://www.newporthouse.ie,+353(0)9841222,-9.547930367,53.88498741,Mayo,Newport,Republic of Ireland,Hotel,1,149
Hotel Newport,http://www.hotelnewport.ie,+353(0)9842464,-9.546537641,53.88596521,Mayo,Newport,Republic of Ireland,Hotel,1,182
Western Greenway Bed & Breakfast,http://www.westerngreenwaybnb.com/,+353(0)871312470,-9.537487313,53.88689255,Mayo,Newport,Republic of Ireland,B & B,3,8
Honey Bee Cottage,,+353(0)416855907,-6.613263,53.890979,Louth,Ardee,Republic of Ireland,Self Catering,3,18
Lough Rynn Caravan and Camping Park,,+353(0)719631022,-7.862215023,53.89920983,Leitrim,Mohill,Republic of Ireland,Camping,2,34
Dun A Ri House Hotel,http://www.dunarihouse.com,+353(0)429668091,-6.804325,53.905144,Cavan,Kingscourt,Republic of Ireland,Hotel,1,375
Kelly Cottage,http://www.mulrannyselfcatering.com/welcome.html,+353(0)9836180,-9.678342,53.905318,Mayo,Mulranny,Republic of Ireland,Self Catering,2,8
Mulranny Park Hotel,http://www.mulrannyparkhotel.ie,+353(0)9836000,-9.782654,53.906009,Mayo,Mulranny,Republic of Ireland,Hotel,4,282
Acorn Cottage and Clew Bay Cottage,http://www.holidaylettings.co.uk/holidays/bookable-online/?mkwid=s5zttB8ri_dc&pcrid=58458765971&kwor,+353(0)14562273,-9.778022,53.906622,Mayo,Mulranny,Republic of Ireland,Self Catering,5,24
Carrowkeel Camping and Caravan Park,http://www.carrowkeelpark.ie,+353(0)949031264,-9.184605,53.909061,Mayo,Castlebar,Republic of Ireland,Camping,2,154
Cabra Castle Hotel,http://www.cabracastle.com,+353(0)429667030,-6.774372701,53.91379383,Cavan,Kingscourt,Republic of Ireland,Hotel,1,108
Louth Hall B&B,,+353(0)429374626,-6.546523,53.914237,Louth,Dundalk,Republic of Ireland,B & B,1,12
Bailie Hotel,http://www.bailiehotel.com,+353(0)429665334,-6.969569449,53.91608037,Cavan,Bailieborough,Republic of Ireland,Hotel,2,295
Arvagh Market Square Apartments,,+353(0)494335127,-7.581469818,53.92334125,Cavan,Arvagh,Republic of Ireland,Self Catering,3,38
Breffni Arms Hotel ,http://www.breffniarms.ie,+353(0)494335127,-7.583405,53.924432,Cavan,Arvagh,Republic of Ireland,Hotel,5,74
Achill Cottages,http://www.achillcottages.com,+353(0)9845200,-9.945846678,53.93164916,Mayo,Achill Island -Acaill,Republic of Ireland,Self Catering,1,24
Óstán Oileán Acla Hotel,http://www.achillislandhotel.com,+353(0)9845138,-9.92021,53.93304,Mayo,Achill Island -Acaill,Republic of Ireland,Hotel,3,377
Deerpark Manor B&B,http://www.deerparkmanorbandb.com,+353(0)949251078,-8.943372,53.938154,Mayo,Swinford,Republic of Ireland,B & B,1,16
Cryans Hotel on the Quay,http://www.cryanshotel.ie/,+353(0)719672066,-8.093725589,53.94338671,Leitrim,Carrick-On-Shannon,Republic of Ireland,Hotel,5,182
The Landmark Hotel,http://www.thelandmarkhotel.com,+353(0)719622222,-8.092845,53.94355,Leitrim,Carrick On Shannon,Republic of Ireland,Hotel,5,132
Gateway Hotel,http://www.gatewayswinford.com,+353(0)949252156,-8.950969,53.944458,Mayo,Swinford,Republic of Ireland,Hotel,1,124
Bush Hotel,http://www.bushhotel.com,+353(0)719671000,-8.093960883,53.94616725,Leitrim,Carrick On Shannon,Republic of Ireland,Hotel,5,371
The Courtyard Apartments,http://carrickaccommodation.ie,+353(0)719622711,-8.092194126,53.94629562,Leitrim,Carrick on Shannon,Republic of Ireland,Self Catering,1,37
The Cottage,http://www.archesfarmhouse.com,+353(0)494335460,-7.547269071,53.94652057,Cavan,Arvagh,Republic of Ireland,Self Catering,3,4
Parkview Cottage,,3.54E+11,-7.723767,53.961689,Leitrim,Aughavas,Republic of Ireland,Self Catering,5,26
Nuremore Hotel,http://www.nuremore.com,+353(0)429661438,-6.694879948,53.96300993,Monaghan,Carrickmacross,Republic of Ireland,Hotel,5,338
Clocan B&B,https://bandbireland.com/accommodation/26732/clocan-b-b,+353(0)949255066,-8.79535994,53.96713258,Mayo,Charlestown,Republic of Ireland,B & B,2,18
Clocan Bed and Breakfast,http://www.clocanbandb.com,+353(0)949255066,-8.795559658,53.9677741,Mayo,Charlestown,Republic of Ireland,B & B,1,19
Keel Holiday Cottages,http://www.mayoholidays.com,+353(0)949032054,-10.07831958,53.97402165,Mayo,Achill Island,Republic of Ireland,Self Catering,2,26
Keel Sandybanks Caravan and Camping Park,http://www.achillcamping.com,+353(0)9843211,-10.077045,53.974912,Mayo,Achill Island -Acaill,Republic of Ireland,Camping,5,51
Kilbrackan Arms Hotel,http://www.kilbrackanarms.com,+353(0)494339737,-7.644395728,53.97693042,Leitrim,Carrigallen,Republic of Ireland,Hotel,5,170
Greenville House B&B,http://greenvillebandb.net/,+353(0)494339938,-7.642416,53.977157,Leitrim,Carrigallen,Republic of Ireland,B & B,4,16
Beachcombers Cottage,http://www.carlingford.ie/index.php/beachcomber-cottage,+353(0)868354600,-6.166317346,53.9775586,Louth,Carlingford,Republic of Ireland,Self Catering,3,26
Achill Island Seaweed Baths & Mulhollow B&B,http://marikilbane.wixsite.com/achillislandseaweed,+353(0)877171713,-10.04513313,53.9776597,Mayo,Achill Island -Acaill,Republic of Ireland,B & B,5,13
Shirley Arms Hotel,http://www.shirleyarmshotel.ie/,+353(0)429673100,-6.719954,53.977949,Monaghan,Carrickmacross,Republic of Ireland,Hotel,4,74
Mayfly Hotel,http://www.mayflyhotel.com,+353(0)949256801,-9.114866,53.980789,Mayo,Foxford,Republic of Ireland,Hotel,3,267
Lough Key Caravan and Camping Park,http://www.loughkey.ie,+353(0)719662212,-8.236114,53.980839,Roscommon,Boyle,Republic of Ireland,Camping,2,64
Cavan Crystal Hotel,http://www.cavancrystalhotel.com,+353(0)494360600,-7.341139,53.982959,Cavan,Cavan Town,Republic of Ireland,Hotel,3,199
Canal View Bed & Breakfast,http://anglingservicesireland.com/accommodation/,+353(0)719663580,-8.286942,53.9835391,Roscommon,Boyle,Republic of Ireland,B & B,3,6
Hotel Kilmore,http://www.hotelkilmore.ie/,+353(0)494332288,-7.322925416,53.98703114,Cavan,Cavan,Republic of Ireland,Hotel,3,347
Gyles Quay Caravan and Camping Park,http://www.gylesquaycaravanpark.ie,+353(0)429376262,-6.242929,53.988262,Louth,Dundalk,Republic of Ireland,Camping,1,100
The Marina Hotel,http://www.leitrimmarinahotel.com/,+353(0)719623644,-8.066913954,53.98858939,Leitrim,Carrick on Shannon,Republic of Ireland,Hotel,1,51
Trinity Island Lodge,http://www.trinityisland.com,+353(0)494334314,-7.469075423,53.98982413,Cavan,Killeshandra,Republic of Ireland,Self Catering,2,18
Farnham Arms Hotel,http://www.farnhamarmshotel.com/,+353(0)494332577,-7.359737555,53.99133859,Cavan,Cavan Town,Republic of Ireland,Hotel,5,66
Church View B&B,http://www.thechurchview.com,+353(0)719182935,-8.517297524,53.993951,Sligo,Gurteen,Republic of Ireland,B & B,3,11
Slievemore House B&B,http://bandbireland.com/accommodation/28082/slievemore-house-b-b,+353(0)868375665,-10.04437912,53.99882235,Mayo,Achill Island,Republic of Ireland,B & B,3,12
Abbey Lodge,http://abbeylodgeangling.com,+353(0)719645335,-7.810618817,53.99884458,Leitrim,Ballinamore,Republic of Ireland,Self Catering,4,9
Cooley Lodge,http://www.cooleylodgecarlingford.eu,+353(0)2830848684,-6.229925,54.00003,Louth,Dundalk,Republic of Ireland,Self Catering,2,25
Eonish Lodge,http://www.eonishlodge.com,+353(0)494334487,-7.449814,54.000464,Cavan,Killeshandra,Republic of Ireland,Self Catering,3,26
Limestone Lodge,http://www.limestone-lodge.com,+353(0)872577718,-7.450329,54.00063,Cavan,Killykeen,Republic of Ireland,Self Catering,5,12
Achill Stone Cottage,http://www.ihacom.co.uk/Holiday-rental-Dugort/2-Slievemore-Holiday-Village_61928_1.htm,+353(0)12803040,-10.036232,54.000684,Mayo,Achill Island -Acaill,Republic of Ireland,Self Catering,5,39
Hotel Imperial,http://www.thehotelimperial.ie,+353(0)429332241,-6.401705901,54.00301504,Louth,Dundalk,Republic of Ireland,Hotel,4,53
Yeats County Inn Hotel,http://yeatscountyinn.com/,+353(0)949255050,-8.771323,54.00323,Sligo,Curry,Republic of Ireland,Hotel,5,297
Number 2 Glenvale Cottage,,+353(0)949026090,-9.977266,54.005479,Mayo,Achill Island -Acaill,Republic of Ireland,Self Catering,1,19
Achill Seal Caves Caravan & Camping,http://achillsealcaves.com,+353(0)873536379,-10.02352193,54.0098465,Mayo,Achill Island -Acaill,Republic of Ireland,Camping,2,118
Strand Hotel,https://strandhotel.ie/,+353(0)9843241,-10.02836746,54.01159271,Mayo,Achill Island -Acaill,Republic of Ireland,Hotel,5,102
River Cottage,http://waytogoadventures.com,+353(0)862468085,-7.829227983,54.01415692,Leitrim,Carrick-on-Shannon,Republic of Ireland,Self Catering,1,35
The Old Rectory Apartments - Loft,http://www.theoldrectoryireland.com/,+353(0)719644089,-7.836422,54.015879,Leitrim,Ballinamore,Republic of Ireland,Self Catering,5,39
Lakeside Cottage,,3.53E+11,-7.531532,54.017387,Cavan,Killeshandra,Republic of Ireland,Self Catering,3,5
Riversdale Farm B&B,http://www.riversdaleholidays.com,+353(0)719644122,-7.794931,54.029499,Leitrim,Ballinamore,Republic of Ireland,B & B,3,17
Carnbeg  Hotel  & Spa,http://www.carnbeghotel.ie/,+353(0)429320261,-6.407255506,54.03077715,Louth,Dundalk,Republic of Ireland,Hotel,5,306
Ballymascanlon Hotel,http://www.ballymascanlon.com,+353(0)429358200,-6.352246822,54.03161566,Louth,Dundalk,Republic of Ireland,Hotel,3,230
Carlingford Accommodation Rose Cottage,http://carlingfordaccommodation.com/rose-cottage,+353(0)872913682,-6.185793513,54.03885952,Louth,Carlingford,Republic of Ireland,Self Catering,1,12
Four Seasons Hotel,http://www.4seasonshotelcarlingford.ie,+353(0)429373530,-6.181558,54.039306,Louth,Carlingford,Republic of Ireland,Hotel,3,178
Carlingford Accommodation Port Cottage,http://www.carlingfordaccommodation.com/port-cottage,+353(0)872913682,-6.185382392,54.0399333,Louth,Carlingford,Republic of Ireland,Self Catering,3,11
Heritage Cottage,http://carlingfordselfcatering.ie,+353(0)874173277,-6.18127499,54.04003117,Louth,Carlingford,Republic of Ireland,Self Catering,3,34
The Oystercatcher Lodge,http://www.oystercatcherlodge.com/,+353(0)429373922,-6.18700909,54.04012377,Louth,Carlingford,Republic of Ireland,Self Catering,4,36
McKevitts Village Hotel,http://www.mckevitts.ie/,+353(0)429373116,-6.186986245,54.0403456,Louth,Carlingford,Republic of Ireland,Hotel,3,381
Shalom B&B,http://www.jackiewoods.com,+353(0)429373151,-6.177644,54.041164,Louth,Carlingford,Republic of Ireland,B & B,4,6
McGuire's Self-Catering Cottages,http://www.mcguiresirishcottages.com,+353(0)719641033,-8.039743534,54.04759833,Leitrim,Drumshanbo,Republic of Ireland,Self Catering,2,29
The Standing Stone Hotel,https://www.facebook.com/standingstonehotel/,+353(0)719644023,-7.800115286,54.05277094,Leitrim,Ballinamore,Republic of Ireland,Hotel,1,238
Commercial and Tourist Hotel,http://www.hotelcommercial.com,+353(0)719644675,-7.800387073,54.05302292,Leitrim,Ballinamore,Republic of Ireland,Hotel,4,180
Hamill's Bed and Breakfast,http://hamillsbedandbreakfast.com,+353(0)719644211,-7.798945843,54.0530764,Leitrim,Ballinamore,Republic of Ireland,B & B,2,14
Murphy's Hotel,http://www.murphyshotel.ie,+353(0)719185598,-8.731331,54.053297,Sligo,Tubbercurry,Republic of Ireland,Hotel,1,273
Lough Allen Hotel & Spa,http://www.loughallenhotel.com,+353(0)719640100,-8.046346,54.053975,Leitrim,Drumshanbo,Republic of Ireland,Hotel,1,249
Mountain View B&B,https://bandbireland.com/accommodation/28091/mountain-view-b-b,+353(0)429349617,-6.206734183,54.06009576,Louth,Carlingford,Republic of Ireland,B & B,3,13
Hawthorn Lodge,http://hawthornlodgebelturbet.com,+353(0)499522371,-7.468147531,54.06258894,Cavan,Belturbet,Republic of Ireland,Self Catering,2,17
Errigal Country House Hotel,http://www.errigalhotel.com,+353(0)495556901,-7.102662,54.06511,Cavan,Cootehill,Republic of Ireland,Hotel,3,86
Kilronan Castle Holiday Cottages,http://www.kilronancastle.ie/self-catering-cottages.html,+353(0)719618000,-8.176995558,54.06524199,Roscommon,Ballyfarnon,Republic of Ireland,Self Catering,4,36
Mount Falcon Holiday Cottages,http://www.mountfalcon.com,+353(0)9674472,-9.151642,54.066826,Mayo,Ballina,Republic of Ireland,Self Catering,1,16
Old Essmore Cottage,http://www.oldessmorecottage.com,+44(0)2890203266,-6.24824108,54.07773707,Louth,Omeath,Republic of Ireland,Self Catering,5,18
Ash Lodge,,+353(0)862314240,-8.26447244,54.08614654,Sligo,Geevagh,Republic of Ireland,Self Catering,4,12
Great National Hotel Ballina,http://www.hotelballina.ie,+353(0)9623600,-9.163882,54.086734,Mayo,Ballina,Republic of Ireland,Hotel,2,207
Granvue House Hotel,http://granvue.ie/,+353(0)429375109,-6.257643,54.088926,Louth,Omeath,Republic of Ireland,Hotel,3,271
Muckno Lodge,http://www.mucknolodge.ie,+353(0)879531435,-6.684661948,54.09270475,Monaghan,Castleblayney,Republic of Ireland,Self Catering,1,19
"Slieve Russell Hotel, Golf and Country Club",http://www.slieverussell.ie,+353(0)499526444,-7.556769226,54.09671001,Cavan,Ballyconnell,Republic of Ireland,Hotel,5,201
Carrickdale Hotel,http://www.carrickdale.com,+353(0)429380900,-6.360375799,54.10038264,Louth,Dundalk,Republic of Ireland,Hotel,1,166
Seven Horseshoes Hotel,http://www.thesevenhorseshoes.com/,+353(0)499522166,-7.444253,54.100941,Cavan,Belturbet,Republic of Ireland,Hotel,5,292
Ballina Manor Hotel,http://ballinamanorhotel.ie/,+353(0)9680900,-9.15404,54.112587,Mayo,Ballina,Republic of Ireland,Hotel,4,134
Rivendell Bed and Breakfast,https://www.facebook.com/RahultonsIndianRestaurantAndBB?ref=hl,+353(0)499524006,-7.372375255,54.11625066,Cavan,Belturbet,Republic of Ireland,B & B,5,8
Twin Trees Hotel & Leisure Club,http://www.twintreeshotel.ie,+353(0)9621033,-9.135654,54.117456,Mayo,Ballina,Republic of Ireland,Hotel,3,208
Downhill Inn Hotel,http://www.downhillinn.ie,+353(0)9673444,-9.135038,54.119429,Mayo,Ballina,Republic of Ireland,Hotel,1,175
The Glencarn Hotel,http://www.theglencarnhotel.ie,+353(0)429746666,-6.740101,54.121045,Monaghan,Castleblayney,Republic of Ireland,Hotel,2,229
Dillons Cottage,http://www.dillonscottage.com,+353(0)861690154,-7.003174,54.125124,Monaghan,Monaghan Town,Republic of Ireland,Self Catering,2,29
The Ice House Hotel,http://www.theicehouse.ie,+353(0)9623500,-9.14009821,54.12737534,Mayo,Ballina,Republic of Ireland,Hotel,5,263
"Belleek Park, Caravan and Camping Park",http://www.belleekpark.com/,+353(0)9671533,-9.156827,54.133439,Mayo,Ballina,Republic of Ireland,Camping,2,55
Canal Court Hotel and Spa,http://www.canalcourthotel.com,+44 (0)28 3025 1234,-6.340323,54.175857,Down,Newry,Northern Ireland,Hotel,4,116
Creighton Hotel,http://www.creightonhotel.ie/,+353(0)4751055,-7.234677674,54.18135998,Monaghan,Clones,Republic of Ireland,Hotel,2,395
Shramore Lodge,,+353(0)719167524,-8.492063,54.196929,Sligo,Collooney,Republic of Ireland,Self Catering,5,11
Castle Dargan Hotel,http://www.castledargan.com,+353(0)719118080,-8.436796,54.19783,Sligo,Ballygawley,Republic of Ireland,Hotel,4,118
Diamond Coast Hotel,http://www.diamondcoast.ie,+353(0)9626000,-9.102975,54.204798,Sligo,Enniscrone,Republic of Ireland,Hotel,5,387
Tullybuck Cottage,,+353(0)18491600,-6.8415402,54.2054431,Monaghan,Clontibret,Republic of Ireland,Self Catering,3,15
Ocean Sands Hotel,http://theoceansandshotel.ie,+353(0)9626700,-9.094065851,54.21258072,Sligo,Enniscrone,Republic of Ireland,Hotel,3,222
Old Deanery Holiday Cottages,http://www.olddeanerycottages.com,+353(0)9632221,-9.220393,54.212835,Mayo,Killala,Republic of Ireland,Self Catering,4,29
Broadhaven Bay Hotel,http://www.broadhavenbay.com,+353(0)9720600,-9.976877,54.218164,Mayo,Belmullet,Republic of Ireland,Hotel,4,290
Ardvarney Country Lodge,http://ardvarneycountrylodge.com,+353(0)879141361,-8.253221236,54.21984566,Leitrim,Dromahair,Republic of Ireland,Self Catering,1,24
Rafter's B&B,http://www.raftersbar.ie,+353(0)719166610,-8.624555805,54.22113443,Sligo,Ballisodare,Republic of Ireland,B & B,2,8
Talbot Hotel,http://www.thetalbothotel.ie,+353(0)9720484,-9.985371202,54.22333509,Mayo,Belmullet,Republic of Ireland,Hotel,5,293
Orchard Cottage,http://www.letsgoselfcatering.com,+353(0)719169545,-8.495963,54.232942,Sligo,Sligo Town,Republic of Ireland,Self Catering,3,12
Hillgrove Hotel Leisure and Spa,http://www.hillgrovehotel.com,+353(0)4781288,-6.954996,54.2465,Monaghan,Monaghan,Republic of Ireland,Hotel,5,349
Westenra Arms Hotel,http://www.westenrahotel.com,+353(0)4774400,-6.969160596,54.24878512,Monaghan,Monaghan,Republic of Ireland,Hotel,4,326
Sligo Park Hotel and Leisure Club,http://www.sligoparkhotel.com,,-8.471,54.25433,Sligo,Sligo Town,Republic of Ireland,Hotel,1,115
Sligo Park Hotel and Leisure Club,http://www.sligoparkhotel.com,+353(0)719190400,-8.471001153,54.25433469,Sligo,Sligo,Republic of Ireland,Hotel,1,195
Four Seasons Hotel,http://www.4seasonshotel.ie,+353(0)4781888,-6.960715168,54.25869482,Monaghan,Monaghan,Republic of Ireland,Hotel,1,100
Pearse Lodge,https://pearselodge.com/,+353(0)719161090,-8.467895307,54.26343173,Sligo,Sligo Town,Republic of Ireland,Self Catering,5,26
Kilcommon Lodge,http://www.kilcommonlodge.ie,+353(0)9784621,-9.801228984,54.2660522,Mayo,Belmullet,Republic of Ireland,Self Catering,5,39
Strandhill Lodge and Suites,http://www.strandhilllodgeandsuites.com,+353(0)719122122,-8.596103448,54.26706519,Sligo,Strandhill,Republic of Ireland,Self Catering,3,13
Alder Cottage,http://www.aldercottage.com,+353(0)861025317,-8.258804924,54.27003698,Leitrim,Dromahair,Republic of Ireland,Self Catering,5,30
Strandhill Lodge - Hostel & Surf School,http://www.surfnstay.ie,+353(0)719168313,-8.607482723,54.27035213,Sligo,Strandhill,Republic of Ireland,Hostel,2,26
Riverside Hotel,http://riversidesligo.ie,+353(0)719194480,-8.467586056,54.27129403,Sligo,Sligo Town,Republic of Ireland,Hotel,1,230
Sligo Southern Hotel,http://www.sligosouthernhotel.ie/,+353(0)719162101,-8.48277647,54.27146424,Sligo,Sligo Town,Republic of Ireland,Hotel,4,85
Strandhill Caravan and Camping Park,http://www.sligocaravanandcamping.ie,+353(0)719168111,-8.605472,54.271988,Sligo,Strandhill,Republic of Ireland,Camping,3,124
The Railway Hostel,http://www.therailway.ie/,+353(0)719144530,-8.480979037,54.27266293,Sligo,Sligo Town,Republic of Ireland,Hostel,2,64
Sligo City Hotel,http://www.sligocityhotel.com,+353(0)719144000,-8.476161321,54.27319286,Sligo,Sligo Town,Republic of Ireland,Hotel,1,91
The White House Hostel,http://www.hostelworld.com/hosteldetails.php/The-White-House-Hostel/Sligo/21624?gclid=,+353(0)719145160,-8.47376,54.27374,Sligo,Sligo Town,Republic of Ireland,Hostel,5,71
Keadyville House B&B,http://www.keadyvillehouse.com/,+353(0)9643288,-9.35947,54.274776,Mayo,Ballycastle,Republic of Ireland,B & B,5,9
Ben Lodge B&B,,+353(0)719141407,-8.45419,54.27852,Sligo,Ballinode,Republic of Ireland,Self Catering,2,25
Uncle Michael's Cottage,http://unclemichaelscottage.com,+353(0)876265526,-7.961215665,54.27871452,Cavan,Blacklion,Republic of Ireland,Self Catering,5,12
Clayton Hotel Sligo,http://claytonhotelsligo.com,+353(0)719119000,-8.46115894,54.28164476,Sligo,Sligo,Republic of Ireland,Hotel,2,233
Clayton Hotel Sligo,http://www.claytonhotelsligo.com/,+353(0)719119000,-8.46118,54.28168,Sligo,Ballinode,Republic of Ireland,Hotel,2,207
The Village Apartments,http://www.thevillageclarion.com,+353(0)719144858,-8.461454542,54.28265135,Sligo,Sligo Town,Republic of Ireland,Self Catering,5,8
The Red Cottage & Stables,http://redcottagesligo.com,+353(0)877837619,-8.473312,54.293448,Sligo,Sligo,Republic of Ireland,Self Catering,3,31
Radisson Blu Hotel and Spa,http://www.radissonblu.ie/hotel-sligo,+353(0)719140008,-8.499745193,54.29895561,Sligo,Sligo,Republic of Ireland,Hotel,2,169
Stella Maris Country House Hotel,http://www.stellamarisireland.com,+353(0)9643322,-9.392421,54.299556,Mayo,Ballycastle,Republic of Ireland,Hotel,1,95
Stella Maris Country House Hotel,http://www.stellamarisireland.com,+353(0)9643322,-9.392421,54.299556,Mayo,Ballycastle,Republic of Ireland,Hotel,2,228
Inishmulclohy Lodge,http://www.nealgreig.com,+353(0)4788788,-8.580957636,54.30117221,Sligo,Coney Island,Republic of Ireland,Self Catering,5,26
"Yeats Country Hotel, Spa and Leisure Club",http://www.yeatscountryhotel.com,+353(0)719177211,-8.565388577,54.30584497,Sligo,Rosses Point,Republic of Ireland,Hotel,2,239
Sliabh Beagh Hotel & Tourism Centre,https://www.facebook.com/sliabhbeaghhotel/,+353(0)4789014,-7.12933,54.30635,Monaghan,Knockatallon,Republic of Ireland,Hotel,1,280
The Yellow Rose B&B,http://www.bandbireland.com/accommodation/26539/the-yellow-rose-b-b,+353(0)9643125,-9.561145,54.307651,Mayo,Ballina,Republic of Ireland,B & B,2,7
Tawnylust Lodge,http://www.tawnylustlodge.com,+353(0)879172143,-8.098168,54.31144,Leitrim,Manorhamilton,Republic of Ireland,Self Catering,4,5
Grove Lodge,,+353(0)872494854,-6.964813,54.315495,Monaghan,Emyvale,Republic of Ireland,Self Catering,1,18
The Lodge At Castle Leslie Estate,http://www.castleleslie.com,+353(0)4788100,-6.895825,54.316282,Monaghan,Glaslough,Republic of Ireland,Self Catering,4,26
Castle Leslie Village  Cottages,http://www.castleleslie.com/luxury-cottages-ireland.html,+353(0)4788100,-6.889742,54.319839,Monaghan,Glaslough,Republic of Ireland,Self Catering,4,28
Killyhevlin Lakeside Hotel & Lodges,http://www.killyhevlin.com,+44 (0)28 6632 3481,-7.619658,54.329311,Fermanagh,Enniskillen,Northern Ireland,Hotel,5,279
Yeats Lodge,http://www.yeatslodge.com,+353(0)719173787,-8.495607,54.33181,Sligo,Drumcliffe,Republic of Ireland,Self Catering,3,39
The Enniskillen Hotel,http://www.enniskillenhotel.com,+44 (0)28 6632 1177,-7.630451,54.345352,Fermanagh,Enniskillen,Northern Ireland,Hotel,2,206
Westville Hotel,http://www.westvillehotel.com,+44 (0)28 6632 0333,-7.620694,54.34589,Fermanagh,Enniskillen,Northern Ireland,Hotel,3,118
Armagh City Hotel,http://www.armaghcityhotel.com,+44 (0)28 3751 8888,-6.648489,54.34708,Armagh,Armagh,Northern Ireland,Hotel,1,311
Charlemont Arms Hotel,http://www.charlemontarmshotel.com/wine-dine,+44 (0)28 3752 2028,-6.65512,54.35036,Armagh,Armagh,Northern Ireland,Hotel,5,175
Mount Edward Lodge,http://www.mountedwardlodge.com,+353(0)719163263,-8.548085,54.380375,Sligo,Grange,Republic of Ireland,Self Catering,2,33
Rowanville Lodge,http://www.rowanville.com,+353(0)719163958,-8.509678,54.402739,Sligo,Grange,Republic of Ireland,Self Catering,4,28
Armada Lodge Apartments,http://www.armadalodge.com,+353(0)872601011,-8.50693,54.41212,Sligo,Grange,Republic of Ireland,Self Catering,3,33
Corick House Hotel & Spa,http://www.corickcountryhouse.com,+44 (0)28 8554 8216,-7.162682,54.425666,Tyrone,Clogher,Northern Ireland,Hotel,3,180
Pier Head Hotel Spa and Leisure Centre,http://www.pierheadhotel.ie,+353(0)719166171,-8.447591,54.466896,Sligo,Mullaghmore,Republic of Ireland,Hotel,1,222
Fitzgeralds Hotel,http://www.fitzgeraldshotel.com,+353(0)719841336,-8.284494546,54.47662929,Donegal,Bundoran,Republic of Ireland,Hotel,2,241
Allingham Arms Hotel,http://www.allinghamarmshotel.ie,+353(0)719841075,-8.283657303,54.47678236,Donegal,Bundoran,Republic of Ireland,Hotel,5,317
Holyrood Hotel,http://www.holyroodhotel.com,+353(0)719841232,-8.279842897,54.47794713,Donegal,Bundoran,Republic of Ireland,Hotel,2,247
Grand Central Hotel,http://www.grandcentralbundoran.com/,+353(0)719842722,-8.276529,54.47987,Donegal,Bundoran,Republic of Ireland,Hotel,3,325
Great Northern Hotel,http://www.greatnorthernhotel.com,+353(0)719841204,-8.276235164,54.48512275,Donegal,Bundoran,Republic of Ireland,Hotel,4,354
Lakeside Caravan and Camping Park,https://lakesidecaravanandcamping.com/,+353(0)719852822,-8.172267,54.497341,Donegal,Ballyshannon,Republic of Ireland,Camping,3,81
Dorrian’s Imperial Hotel,http://www.dorriansimperialhotel.com,+353(0)719851147,-8.191242321,54.50200653,Donegal,Ballyshannon,Republic of Ireland,Hotel,1,120
Big Jimmy's Cottage,http://www.creevyexperience.com,+353(0)719852896,-8.252672415,54.52601621,Donegal,Creevy,Republic of Ireland,Self Catering,4,18
